name,description,price,marketPrice,year,country,condition,category,stock ,imageName1,imageName2,imageName3,imageName4,youtubeUrl,
#BK838 - Dadabhai Naoroji - Block of Four - India MNH - 26 Aug 1993,#BK838 - Dadabhai Naoroji - Block of Four - India MNH - 26 Aug 1993 - Buy India Stamps - PhilaBasket.com,,2600,1993,india,Mint,"[Block of Four, Personality, ]",1,#BK838 - Dadabhai Naoroji - Block of Four - India MNH - 26 Aug 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK839 - Swami Vivekananda - Block of Four - India MNH - 11 Sep 1993,#BK839 - Swami Vivekananda - Block of Four - India MNH - 11 Sep 1993 - Buy India Stamps - PhilaBasket.com,,400,1993,india,Fine,"[Block of Four, Personality, ]",1,#BK839 - Swami Vivekananda - Block of Four - India MNH - 11 Sep 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK840 - Flowering Trees - Crepe Flower - Block of Four - India MNH - 09 Oct 1993,#BK840 - Flowering Trees - Crepe Flower - Block of Four - India MNH - 09 Oct 1993 - Buy India Stamps - PhilaBasket.com,,4000,1993,india,Used,"[Block of Four, Fauna and Flora]",1,#BK840 - Flowering Trees - Crepe Flower - Block of Four - India MNH - 09 Oct 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK841 - Dawaram Venkataswamy Naidu - Block of Four - India MNH - 08 Nov 1993,#BK841 - Dawaram Venkataswamy Naidu - Block of Four - India MNH - 08 Nov 1993 - Buy India Stamps - PhilaBasket.com,,400,1993,india,Mint,"[Block of Four, Personality]",1,#BK841 - Dawaram Venkataswamy Naidu - Block of Four - India MNH - 08 Nov 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK842 - College of Military Engineering, Kirkee Pune - Block of Four - India MNH - 08 Nov 1993","#BK842 - College of Military Engineering, Kirkee Pune - Block of Four - India MNH - 08 Nov 1993 - Buy India Stamps - PhilaBasket.com",,400,1993,india,Fine,"[Block of Four, Army, Educational Institute]",1,"#BK842 - College of Military Engineering, Kirkee Pune - Block of Four - India MNH - 08 Nov 1993 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK843 - Childrens Day 1993 - Block of Four - India MNH - 14 Nov 1993,#BK843 - Childrens Day 1993 - Block of Four - India MNH - 14 Nov 1993 - Buy India Stamps - PhilaBasket.com,,240,1993,india,Used,"[Block of Four, Children's Day Series, Kids Special, Cultural Theme]",1,#BK843 - Childrens Day 1993 - Block of Four - India MNH - 14 Nov 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK844 - Dr Dwarakanath Kotnis - Block of Four - India MNH - 09 Dec 1993,#BK844 - Dr Dwarakanath Kotnis - Block of Four - India MNH - 09 Dec 1993 - Buy India Stamps - PhilaBasket.com,,0,1993,india,Mint,"[Block of Four, Personality]",1,#BK844 - Dr Dwarakanath Kotnis - Block of Four - India MNH - 09 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK845 - Heart Care Festival - Block of Four - India MNH - 09 Dec 1993,#BK845 - Heart Care Festival - Block of Four - India MNH - 09 Dec 1993 - Buy India Stamps - PhilaBasket.com,,600,1993,india,Fine,"[Block of Four, Medical/ Health, Social Message]",1,#BK845 - Heart Care Festival - Block of Four - India MNH - 09 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK846 - India Tea - Block of Four - India MNH - 11 Dec 1993,#BK846 - India Tea - Block of Four - India MNH - 11 Dec 1993 - Buy India Stamps - PhilaBasket.com,,1000,1993,india,Used,"[Block of Four, Fauna and Flora]",1,#BK846 - India Tea - Block of Four - India MNH - 11 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK847 - Papal Seminary, Pune - Block of Four - India MNH - 16 Dec 1993","#BK847 - Papal Seminary, Pune - Block of Four - India MNH - 16 Dec 1993 - Buy India Stamps - PhilaBasket.com",,2400,1993,india,Mint,"[Block of Four, Building Stamps, Social Message, Army]",1,"#BK847 - Papal Seminary, Pune - Block of Four - India MNH - 16 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK848 - Meghnad Saha - Block of Four - India MNH - 23 Dec 1993,#BK848 - Meghnad Saha - Block of Four - India MNH - 23 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Fine,"[Block of Four, Personality, Space]",1,#BK848 - Meghnad Saha - Block of Four - India MNH - 23 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK849 - Inpex - 93 Speed post - Block of Four - India MNH - 25 Dec 1993,#BK849 - Inpex - 93 Speed post - Block of Four - India MNH - 25 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Used,"[Block of Four, Post Office]",1,#BK849 - Inpex - 93 Speed post - Block of Four - India MNH - 25 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK850 - Inpex - 93 Custom House Wharf - Block of Four - India MNH - 27 Dec 1993,#BK850 - Inpex - 93 Custom House Wharf - Block of Four - India MNH - 27 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Mint,"[Block of Four, Organizations, Building Stamps, Historical Place]",1,#BK850 - Inpex - 93 Custom House Wharf - Block of Four - India MNH - 27 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK851 - Dinanath Mangeshkar - Block of Four - India MNH - 29 Dec 1993,#BK851 - Dinanath Mangeshkar - Block of Four - India MNH - 29 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Fine,"[Block of Four, Personality]",1,#BK851 - Dinanath Mangeshkar - Block of Four - India MNH - 29 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK852 - Nargis Dutt - Block of Four - India MNH - 30 Dec 1993,#BK852 - Nargis Dutt - Block of Four - India MNH - 30 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Used,"[Block of Four, Cinema on Stamps, Personality]",1,#BK852 - Nargis Dutt - Block of Four - India MNH - 30 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK853 - Golden Jubilee of Ina - Block of Four - India MNH - 31 Dec 1993,#BK853 - Golden Jubilee of Ina - Block of Four - India MNH - 31 Dec 1993 - Buy India Stamps - PhilaBasket.com,,300,1993,india,Mint,"[Block of Four, Freedom Fighter, Personality]",1,#BK853 - Golden Jubilee of Ina - Block of Four - India MNH - 31 Dec 1993 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK854 - S N Bose - Block of Four - India MNH - 01 Jan 1994,#BK854 - S N Bose - Block of Four - India MNH - 01 Jan 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Personality]",1,#BK854 - S N Bose - Block of Four - India MNH - 01 Jan 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK855 - Dr Samnpurnanand - Block of Four - India MNH - 10 Jan 1994,#BK855 - Dr Samnpurnanand - Block of Four - India MNH - 10 Jan 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Used,"[Block of Four, Personality]",1,#BK855 - Dr Samnpurnanand - Block of Four - India MNH - 10 Jan 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK856 - Satyajit Ray - Pather Panchali - Block of Four - India MNH - 11 Jan 1994,#BK856 - Satyajit Ray - Pather Panchali - Block of Four - India MNH - 11 Jan 1994 - Buy India Stamps - PhilaBasket.com,,1400,1994,india,Mint,"[Block of Four, Personality, Cinema on Stamps]",1,#BK856 - Satyajit Ray - Pather Panchali - Block of Four - India MNH - 11 Jan 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK857 - Dr Shanti Swarup Bhatnagar - Block of Four - India MNH - 21 Feb 1994,#BK857 - Dr Shanti Swarup Bhatnagar - Block of Four - India MNH - 21 Feb 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Personality]",1,#BK857 - Dr Shanti Swarup Bhatnagar - Block of Four - India MNH - 21 Feb 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK858 - Prajapita Brahma - Block of Four - India MNH - 07 Mar 1994,#BK858 - Prajapita Brahma - Block of Four - India MNH - 07 Mar 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Used,"[Block of Four, Personality]",1,#BK858 - Prajapita Brahma - Block of Four - India MNH - 07 Mar 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK859 - Eighth Triennale India - Block of Four - India MNH - 14 Mar 1994,#BK859 - Eighth Triennale India - Block of Four - India MNH - 14 Mar 1994 - Buy India Stamps - PhilaBasket.com,,1200,1994,india,Mint,"[Block of Four, Cultural Theme, ]",1,#BK859 - Eighth Triennale India - Block of Four - India MNH - 14 Mar 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK860 - Upasi Centenary - Block of Four - India MNH - 26 Mar 1994,#BK860 - Upasi Centenary - Block of Four - India MNH - 26 Mar 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Fauna and Flora, Organizations]",1,#BK860 - Upasi Centenary - Block of Four - India MNH - 26 Mar 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK861 - Rani Rashmoni - Block of Four - India MNH - 09 Apr 1994,#BK861 - Rani Rashmoni - Block of Four - India MNH - 09 Apr 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Used,"[Block of Four, Personality]",1,#BK861 - Rani Rashmoni - Block of Four - India MNH - 09 Apr 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK862 - Jalianwala Bagh Martyrdom - Block of Four - India MNH - 13 Apr 1994,#BK862 - Jalianwala Bagh Martyrdom - Block of Four - India MNH - 13 Apr 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Mint,"[Block of Four, Birds Stamps, Freedom]",1,#BK862 - Jalianwala Bagh Martyrdom - Block of Four - India MNH - 13 Apr 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK863 - Chandra Singh Garhwali - Block of Four - India MNH - 23 Apr 1994,#BK863 - Chandra Singh Garhwali - Block of Four - India MNH - 23 Apr 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Personality]",1,#BK863 - Chandra Singh Garhwali - Block of Four - India MNH - 23 Apr 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK864 - International Labour Organization - 75th Anniversary World of Work - Block of Four - India MNH - 01 May 1994,#BK864 - International Labour Organization - 75th Anniversary World of Work - Block of Four - India MNH - 01 May 1994 - Buy India Stamps - PhilaBasket.com,,1400,1994,india,Used,"[Block of Four, Organizations, Social Message]",1,#BK864 - International Labour Organization - 75th Anniversary World of Work - Block of Four - India MNH - 01 May 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK865 - Indian Peoples Theatre Association ( IPTA ) - Block of Four - India MNH - 25 May 1994,#BK865 - Indian Peoples Theatre Association ( IPTA ) - Block of Four - India MNH - 25 May 1994 - Buy India Stamps - PhilaBasket.com,,1400,1994,india,Mint,"[Block of Four, Cinema on Stamps]",1,#BK865 - Indian Peoples Theatre Association ( IPTA ) - Block of Four - India MNH - 25 May 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK866 - Madras Regiment - Block of Four - India MNH - 12 Aug 1994,#BK866 - Madras Regiment - Block of Four - India MNH - 12 Aug 1994 - Buy India Stamps - PhilaBasket.com,,800,1994,india,Fine,"[Block of Four, Army, Organizations]",1,#BK866 - Madras Regiment - Block of Four - India MNH - 12 Aug 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK867 - Institute of Mental Health, Madras - Block of Four - India MNH - 23 Sep 1994","#BK867 - Institute of Mental Health, Madras - Block of Four - India MNH - 23 Sep 1994 - Buy India Stamps - PhilaBasket.com",,1000,1994,india,Used,"[Block of Four, Organizations, Medical / Health]",1,"#BK867 - Institute of Mental Health, Madras - Block of Four - India MNH - 23 Sep 1994 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK868 - 125 Years of Mahatma Gandhi - Gandhi Portrait - 125 Years - Block of Four - India MNH - 02 Oct 1994,#BK868 - 125 Years of Mahatma Gandhi - Gandhi Portrait - 125 Years - Block of Four - India MNH - 02 Oct 1994 - Buy India Stamps - PhilaBasket.com,,2800,1994,india,Mint,"[Block of Four, Freedom, Freedom Fighter, Gandhi Stamps, Personality]",1,#BK868 - 125 Years of Mahatma Gandhi - Gandhi Portrait - 125 Years - Block of Four - India MNH - 02 Oct 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK869 - International Cancer Congress - Block of Four - India MNH - 30 Oct 1994,#BK869 - International Cancer Congress - Block of Four - India MNH - 30 Oct 1994 - Buy India Stamps - PhilaBasket.com,,1000,1994,india,Fine,"[Block of Four, Social Message, Medical/ Health ]",1,#BK869 - International Cancer Congress - Block of Four - India MNH - 30 Oct 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK870 - Human Resource Development World Conference - Block of Four - India MNH - 08 Nov 1994,#BK870 - Human Resource Development World Conference - Block of Four - India MNH - 08 Nov 1994 - Buy India Stamps - PhilaBasket.com,,1000,1994,india,Used,"[Block of Four, Building Stamps, Social Message, Organizations]",1,#BK870 - Human Resource Development World Conference - Block of Four - India MNH - 08 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK871 - Childrens Day 1994 - Block of Four - India MNH - 14 Nov 1994,#BK871 - Childrens Day 1994 - Block of Four - India MNH - 14 Nov 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Mint,"[Block of Four, Children's Day Series, Kids Special, Cultural Theme]",1,#BK871 - Childrens Day 1994 - Block of Four - India MNH - 14 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK872 - International Year of Family - Block of Four - India MNH - 20 Nov 1994,#BK872 - International Year of Family - Block of Four - India MNH - 20 Nov 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Social Message , Kid Special]",1,#BK872 - International Year of Family - Block of Four - India MNH - 20 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK873 - Khuda Baksh Oriental Public Library - Block of Four - India MNH - 21 Nov 1994,#BK873 - Khuda Baksh Oriental Public Library - Block of Four - India MNH - 21 Nov 1994 - Buy India Stamps - PhilaBasket.com,,2800,1994,india,Used,"[Block of Four, Building Stamps, Historical Place]",1,#BK873 - Khuda Baksh Oriental Public Library - Block of Four - India MNH - 21 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK874 - Water Birds ( Withdrawn Issue ) - Block of Four - India MNH - 23 Nov 1994,#BK874 - Water Birds ( Withdrawn Issue ) - Block of Four - India MNH - 23 Nov 1994 - Buy India Stamps - PhilaBasket.com,,0,1994,india,Mint,"[Block of Four, Bird Stamps, Classic Items]",1,#BK874 - Water Birds ( Withdrawn Issue ) - Block of Four - India MNH - 23 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK875 - J R D Tata - Block of Four - India MNH - 29 Nov 1994,#BK875 - J R D Tata - Block of Four - India MNH - 29 Nov 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Fine,"[Block of Four, Personality]",1,#BK875 - J R D Tata - Block of Four - India MNH - 29 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK876 - Calcutta Blind School - Block of Four - India MNH - 30 Nov 1994,#BK876 - Calcutta Blind School - Block of Four - India MNH - 30 Nov 1994 - Buy India Stamps - PhilaBasket.com,,300,1994,india,Used,"[Block of Four, Building Stamps, Educational Institute, Historical Place]",1,#BK876 - Calcutta Blind School - Block of Four - India MNH - 30 Nov 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK877 - Begum Akhtar ( Withdrawn Issue ) - Block of Four - India MNH - 02 Dec 1994,#BK877 - Begum Akhtar ( Withdrawn Issue ) - Block of Four - India MNH - 02 Dec 1994 - Buy India Stamps - PhilaBasket.com,,0,1994,india,Mint,"[Block of Four, Classic Items, ]",1,#BK877 - Begum Akhtar ( Withdrawn Issue ) - Block of Four - India MNH - 02 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK878 - St XavierS College, Bombay - Block of Four - India MNH - 04 Dec 1994","#BK878 - St XavierS College, Bombay - Block of Four - India MNH - 04 Dec 1994 - Buy India Stamps - PhilaBasket.com",,300,1994,india,Fine,"[Block of Four, Educational Institute, ]",1,"#BK878 - St XavierS College, Bombay - Block of Four - India MNH - 04 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK879 - Remount Veterinary Corps - Block of Four - India MNH - 14 Dec 1994,#BK879 - Remount Veterinary Corps - Block of Four - India MNH - 14 Dec 1994 - Buy India Stamps - PhilaBasket.com,,2800,1994,india,Used,"[Block of Four, Army, Animal & Wildlife]",1,#BK879 - Remount Veterinary Corps - Block of Four - India MNH - 14 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK880 - College of Engineering, Guindy - Block of Four - India MNH - 19 Dec 1994","#BK880 - College of Engineering, Guindy - Block of Four - India MNH - 19 Dec 1994 - Buy India Stamps - PhilaBasket.com",,600,1994,india,Mint,"[Block of Four, Educational Institute, Building Stamps, Technology]",1,"#BK880 - College of Engineering, Guindy - Block of Four - India MNH - 19 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK881 - Baroda Museum - Block of Four - India MNH - 20 Dec 1994,#BK881 - Baroda Museum - Block of Four - India MNH - 20 Dec 1994 - Buy India Stamps - PhilaBasket.com,,4800,1994,india,Fine,"[Block of Four, Jainism]",1,#BK881 - Baroda Museum - Block of Four - India MNH - 20 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK882 - 200 Years of Bombay GPO (Bicentenary) - Block of Four - India MNH - 28 Dec 1994,#BK882 - 200 Years of Bombay GPO (Bicentenary) - Block of Four - India MNH - 28 Dec 1994 - Buy India Stamps - PhilaBasket.com,,600,1994,india,Used,"[Block of Four, Postal , Post Office, Organizations, Building Stamps]",1,#BK882 - 200 Years of Bombay GPO (Bicentenary) - Block of Four - India MNH - 28 Dec 1994 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK883 - Eighth International Confrence Seminar of Tamil Studies, Thanjavur - Block of Four - India MNH - 05 Jan 1995","#BK883 - Eighth International Confrence Seminar of Tamil Studies, Thanjavur - Block of Four - India MNH - 05 Jan 1995 - Buy India Stamps - PhilaBasket.com",,200,1995,india,Mint,"[Block of Four, Personality, Historical Place, Social Message]",1,"#BK883 - Eighth International Confrence Seminar of Tamil Studies, Thanjavur - Block of Four - India MNH - 05 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK884 - Indian National Science Academy - Block of Four - India MNH - 07 Jan 1995,#BK884 - Indian National Science Academy - Block of Four - India MNH - 07 Jan 1995 - Buy India Stamps - PhilaBasket.com,,8000,1995,india,Fine,"[Block of Four, Organizations, Space, social Message]",1,#BK884 - Indian National Science Academy - Block of Four - India MNH - 07 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK885 - Chhotu Ram - Block of Four - India MNH - 09 Jan 1995,#BK885 - Chhotu Ram - Block of Four - India MNH - 09 Jan 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Used,"[Block of Four, Personality]",1,#BK885 - Chhotu Ram - Block of Four - India MNH - 09 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK886 - 100 Years of Cinema - Cinema Roll Film - Block of Four - India MNH - 11 Jan 1995,#BK886 - 100 Years of Cinema - Cinema Roll Film - Block of Four - India MNH - 11 Jan 1995 - Buy India Stamps - PhilaBasket.com,,1200,1995,india,Mint,"[Block of Four, Cinema on Stamps]",1,#BK886 - 100 Years of Cinema - Cinema Roll Film - Block of Four - India MNH - 11 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK887 - SAARC Youth Year - Block of Four - India MNH - 12 Jan 1995,#BK887 - SAARC Youth Year - Block of Four - India MNH - 12 Jan 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Fine,"[Block of Four, United Nations UN]",1,#BK887 - SAARC Youth Year - Block of Four - India MNH - 12 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK888 - Field Marshal K M Cariappa - Block of Four - India MNH - 15 Jan 1995,#BK888 - Field Marshal K M Cariappa - Block of Four - India MNH - 15 Jan 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Used,"[Block of Four, Personality, Army]",1,#BK888 - Field Marshal K M Cariappa - Block of Four - India MNH - 15 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK889 - Prithvi Theatres - Block of Four - India MNH - 15 Jan 1995,#BK889 - Prithvi Theatres - Block of Four - India MNH - 15 Jan 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Mint,"[Block of Four, Historical Place, Cinema on Stamps]",1,#BK889 - Prithvi Theatres - Block of Four - India MNH - 15 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK890 - Tex - Styles India 95 - Block of Four - India MNH - 18 Jan 1995,#BK890 - Tex - Styles India 95 - Block of Four - India MNH - 18 Jan 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Fine,"[Block of Four, Organizations, Cultural Theme]",1,#BK890 - Tex - Styles India 95 - Block of Four - India MNH - 18 Jan 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK891 - Rafi Ahmed Kidwai - Block of Four - India MNH - 18 Feb 1995,#BK891 - Rafi Ahmed Kidwai - Block of Four - India MNH - 18 Feb 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Used,"[Block of Four, Personality]",1,#BK891 - Rafi Ahmed Kidwai - Block of Four - India MNH - 18 Feb 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK892 - Kundan Lal Saigal - Block of Four - India MNH - 04 Apr 1995,#BK892 - Kundan Lal Saigal - Block of Four - India MNH - 04 Apr 1995 - Buy India Stamps - PhilaBasket.com,,1400,1995,india,Mint,"[Block of Four, Personality]",1,#BK892 - Kundan Lal Saigal - Block of Four - India MNH - 04 Apr 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK893 - R S Ruikar - Block of Four - India MNH - 01 May 1995,#BK893 - R S Ruikar - Block of Four - India MNH - 01 May 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Fine,"[Block of Four, Personality]",1,#BK893 - R S Ruikar - Block of Four - India MNH - 01 May 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK894 - 100 Years of Radio Communication - Block of Four - India MNH - 17 May 1995,#BK894 - 100 Years of Radio Communication - Block of Four - India MNH - 17 May 1995 - Buy India Stamps - PhilaBasket.com,,1200,1995,india,Used,"[Block of Four, Technology, Space]",1,#BK894 - 100 Years of Radio Communication - Block of Four - India MNH - 17 May 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK895 - Delhi Development Authority - Block of Four - India MNH - 23 May 1995,#BK895 - Delhi Development Authority - Block of Four - India MNH - 23 May 1995 - Buy India Stamps - PhilaBasket.com,,400,1995,india,Mint,"[Block of Four, Organizations, Social Message]",1,#BK895 - Delhi Development Authority - Block of Four - India MNH - 23 May 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK896 - 50 Years of United Nations - Hand of Cooperation - Block of Four - India MNH - 30 Aug 1995,#BK896 - 50 Years of United Nations - Hand of Cooperation - Block of Four - India MNH - 30 Aug 1995 - Buy India Stamps - PhilaBasket.com,,600,1995,india,Fine,"[Block of Four, United Nations UN, Organizations]",1,#BK896 - 50 Years of United Nations - Hand of Cooperation - Block of Four - India MNH - 30 Aug 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK897 - Bharati Bhawan Library - Block of Four - India MNH - 30 Aug 1995,#BK897 - Bharati Bhawan Library - Block of Four - India MNH - 30 Aug 1995 - Buy India Stamps - PhilaBasket.com,,800,1995,india,Used,"[Block of Four, Organizations, Building Stamps]",1,#BK897 - Bharati Bhawan Library - Block of Four - India MNH - 30 Aug 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK898 - Asian Pacific Postal Training Centre - Block of Four - India MNH - 04 Sep 1995,#BK898 - Asian Pacific Postal Training Centre - Block of Four - India MNH - 04 Sep 1995 - Buy India Stamps - PhilaBasket.com,,1200,1995,india,Mint,"[Block of Four, Postal Stamps, ]",1,#BK898 - Asian Pacific Postal Training Centre - Block of Four - India MNH - 04 Sep 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK899 - 75 Years of Army Headquarters , Delhi Area - Block of Four - India MNH - 26 Sep 1995","#BK899 - 75 Years of Army Headquarters , Delhi Area - Block of Four - India MNH - 26 Sep 1995 - Buy India Stamps - PhilaBasket.com",,200,1995,india,Fine,"[Block of Four, Army, Organizations, Animal & Wildlife]",1,"#BK899 - 75 Years of Army Headquarters , Delhi Area - Block of Four - India MNH - 26 Sep 1995 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK900 - Louis Pasteur - Block of Four - India MNH - 28 Sep 1995,#BK900 - Louis Pasteur - Block of Four - India MNH - 28 Sep 1995 - Buy India Stamps - PhilaBasket.com,,1000,1995,india,Used,"[Block of Four, Personality]",1,#BK900 - Louis Pasteur - Block of Four - India MNH - 28 Sep 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
"#BK901 - La Martiniere College, Lucknow - Block of Four - India MNH - 01 Oct 1995","#BK901 - La Martiniere College, Lucknow - Block of Four - India MNH - 01 Oct 1995 - Buy India Stamps - PhilaBasket.com",,200,1995,india,Mint,"[Block of Four, Educational Institute, Building Stamps]",1,"#BK901 - La Martiniere College, Lucknow - Block of Four - India MNH - 01 Oct 1995 - Buy India Stamps - PhilaBasket.com.jpg",,,,,
#BK902 - India South Africa Cooperation - Block of Four - India MNH - 02 Oct 1995,#BK902 - India South Africa Cooperation - Block of Four - India MNH - 02 Oct 1995 - Buy India Stamps - PhilaBasket.com,,800,1995,india,Fine,"[Block of Four, Gandhi Stamps, Joint Issue, ]",1,#BK902 - India South Africa Cooperation - Block of Four - India MNH - 02 Oct 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK903 - 50 Years of Food and Agriculture Organization FAO - Block of Four - India MNH - 16 Oct 1995,#BK903 - 50 Years of Food and Agriculture Organization FAO - Block of Four - India MNH - 16 Oct 1995 - Buy India Stamps - PhilaBasket.com,,800,1995,india,Used,"[Block of Four, Agriculture Stamp, Environment, Food on Stamps]",1,#BK903 - 50 Years of Food and Agriculture Organization FAO - Block of Four - India MNH - 16 Oct 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
#BK904 - Pasumpon Muthuramalingam Thevar - Block of Four - India MNH - 30 Oct 1995,#BK904 - Pasumpon Muthuramalingam Thevar - Block of Four - India MNH - 30 Oct 1995 - Buy India Stamps - PhilaBasket.com,,200,1995,india,Mint,"[Block of Four, Personality]",1,#BK904 - Pasumpon Muthuramalingam Thevar - Block of Four - India MNH - 30 Oct 1995 - Buy India Stamps - PhilaBasket.com.jpg,,,,,
